bldg_guid,source,target,travel_time
00504441-659c-4af1-9392-dd4059020b3d,0d1b3bf2-75c9-455c-9ea4-1705541423be,14a2bce3-b377-43cb-b060-7e9575c49453,6.838820111974638
0055aed0-67f8-4725-b7bf-5e1b3ed10849,df2211ff-22ef-477d-988a-a8bcdf04b11f,14a2bce3-b377-43cb-b060-7e9575c49453,5.419167241878856
0058e37d-617f-4968-9ca7-241408bc7401,ede67f85-4947-4576-9f66-d94d8b463ede,14a2bce3-b377-43cb-b060-7e9575c49453,4.661107993858294
005c10a6-876c-450f-89e6-6ee3b2399adb,0ede77b3-6fcf-4a27-b8eb-bbf49430862c,14a2bce3-b377-43cb-b060-7e9575c49453,4.78457344237707
005ef497-f0fa-4e84-951a-bf58b126cb10,5b81b7c9-b77e-44be-81a7-675cf663f79d,14a2bce3-b377-43cb-b060-7e9575c49453,10.397458781484387
005f6a47-ad34-4022-8497-837772ab702d,3d0ee6f4-698b-4141-9b6e-6affc07122e1,14a2bce3-b377-43cb-b060-7e9575c49453,6.168647420492893
0062ed37-8760-4787-b2b1-d87aea702a8b,a6d655b4-17b8-4ef9-a8a9-b11bf701701c,14a2bce3-b377-43cb-b060-7e9575c49453,6.548089564286726
0066b8e6-c220-4baa-aed6-b26815f20bce,c44e4ad2-4fae-445f-83bf-fc91bbf0b4c1,14a2bce3-b377-43cb-b060-7e9575c49453,5.054213749472125
0066d540-8ed7-4071-b8db-dc6ad11bf0fb,1d18724e-880e-43b4-b6ec-11965f7a3952,14a2bce3-b377-43cb-b060-7e9575c49453,5.000471248534742
0068db4b-947a-4ff3-92f2-bcd6986fec3e,2f4a90f9-0c1f-47e5-a317-3ca7c2416433,90c79ebe-567d-4458-a82e-b0f66066fee0,7.046173181950739
006a9388-8986-4bab-861a-9d62e93af0c4,78fd1348-46f8-478e-83e3-4ed4442b9e8b,14a2bce3-b377-43cb-b060-7e9575c49453,3.129883197041178
006b8d9a-e79c-4c52-96e6-1ea2bd6459fd,ce18f248-e659-43f2-8a4b-051a890c806f,14a2bce3-b377-43cb-b060-7e9575c49453,1.2549579270775966
006ca0aa-4518-4511-aaec-fcec318bfe8a,a62b1d99-5b01-43df-909e-4493b2ea6774,14a2bce3-b377-43cb-b060-7e9575c49453,7.078800602102765
006d8f48-4f3a-4081-b5d6-3c3cff9ee7b3,653a9d34-69ab-4491-8799-b8712fe169fd,14a2bce3-b377-43cb-b060-7e9575c49453,19.796833817137532
0070c5ab-5be9-4938-8af1-f63331ded1c0,9b6d6cd2-35cc-4385-bd24-a69f029ff4f4,14a2bce3-b377-43cb-b060-7e9575c49453,5.706856999837535
0071c082-ed85-4352-bdf9-d84112e84a71,35e3dbbb-26fc-46ee-9e20-de0af54e2fb8,14a2bce3-b377-43cb-b060-7e9575c49453,6.217409874577698
0075e2d2-ca9e-422f-b7d1-172086a472e7,f815f5ed-fdf8-415e-ae2f-adb46076e7eb,14a2bce3-b377-43cb-b060-7e9575c49453,6.6809048845220085
007821c0-8f49-43ba-9524-6dba81f75259,408f03cb-4ec2-4296-b6e4-e85e7d4df7e5,14a2bce3-b377-43cb-b060-7e9575c49453,7.298424451204963
00786fbb-9bd3-4687-8a8a-bf0303e768c0,667a4ab1-3943-4cdf-b07c-91e067929b1a,14a2bce3-b377-43cb-b060-7e9575c49453,5.661539170766533
007c9359-0781-4f6f-9dc6-d3eb0b4f587b,bcc166b5-26f7-4b36-9fc0-4df40998c761,14a2bce3-b377-43cb-b060-7e9575c49453,4.948108397690834
007ebcb4-eb27-45bb-bac6-81a2002b2a0c,7c23e377-43d5-43ce-b8ea-22da217d0bf5,14a2bce3-b377-43cb-b060-7e9575c49453,7.0864106120257695
008084b4-d0f2-49f1-b96f-c43eab8cacb4,47f884b5-05b9-4d0b-bc3e-53326f27f512,14a2bce3-b377-43cb-b060-7e9575c49453,18.42690776404606
008611bc-4aa5-4be9-8173-7d21d4e7d7e7,ae4be2eb-deb1-4c7a-b244-c7dc1bb3d420,14a2bce3-b377-43cb-b060-7e9575c49453,6.495892381350057
008696f4-6f40-453a-9571-3fa64a793830,344a9795-4598-4217-907c-e13459bd95bc,14a2bce3-b377-43cb-b060-7e9575c49453,5.926037850146344
00871062-8240-4b80-8ec8-4b7e04dddca0,de99a2ce-17d8-428f-b21a-5ad27efa36c7,14a2bce3-b377-43cb-b060-7e9575c49453,5.095856132587064
008a913f-3322-4519-9f99-40be14a888bb,e24a7ebd-50b5-4cd6-8d22-658561afc972,14a2bce3-b377-43cb-b060-7e9575c49453,5.917980103339355
009161b8-a4d6-43e8-b2b3-565103d4b356,0431207e-e6b2-4279-882c-e42800693d57,14a2bce3-b377-43cb-b060-7e9575c49453,6.499352696916672
0096067f-6dda-4e67-9d56-2b151d583c8a,73828a78-fb3b-4141-b43b-9ff0f67571dc,90c79ebe-567d-4458-a82e-b0f66066fee0,14.673502412577214
009b91be-0669-4d96-899d-d1a12b0f8b3b,1f456055-52f9-4982-9bec-64768593af88,14a2bce3-b377-43cb-b060-7e9575c49453,4.999603494165503
009d8654-7a5b-4a7e-865e-ee0a82a0d1ac,c9d28175-30e6-462e-8319-670cb44d2e65,14a2bce3-b377-43cb-b060-7e9575c49453,15.737100074287588
009e6926-fc26-4dbb-b6b8-c2be63a74660,29d589d4-12aa-4501-bb31-f234e8bfacfc,14a2bce3-b377-43cb-b060-7e9575c49453,4.945137007021849
009facce-a262-415e-b101-a5c950353111,40452c79-c238-45ea-a256-629cb9756cf4,90c79ebe-567d-4458-a82e-b0f66066fee0,9.38750944484212
00a4802f-56f2-4a45-8cdb-ea3a8f3bdf04,1eb40956-d131-4c6d-9224-fe3cd011616e,14a2bce3-b377-43cb-b060-7e9575c49453,6.345266323243686
00a55b10-b178-4738-9a77-5fe038dea7ad,56928849-ce90-4fdd-bd35-610664903a90,14a2bce3-b377-43cb-b060-7e9575c49453,5.480330287785996
00b05c6b-af33-403e-a359-5462033f583b,a1c173af-4eb2-4c85-ad4e-f3bd2f895327,14a2bce3-b377-43cb-b060-7e9575c49453,3.7412707999568227
00b0b800-ef27-42ee-a2fb-536433c5d018,5ba5b567-6bc1-467d-80ce-608aa2b0f7f4,14a2bce3-b377-43cb-b060-7e9575c49453,17.9687146120537
00b29026-d09b-48ff-80da-7dda22392c5d,83de2dbc-8edd-4952-aa35-ec5ea7d36c00,90c79ebe-567d-4458-a82e-b0f66066fee0,16.309017835838702
00b327b1-d15c-4bc4-a82d-bf3dd35dfc33,34d3ff96-acf3-45f3-a5c2-afa2cfde4a6f,14a2bce3-b377-43cb-b060-7e9575c49453,8.706675219101399
00b7ada4-0a12-4bb4-adc5-8585bd8528c8,6ef151c8-e88c-4469-9a1a-9aa6bff21751,14a2bce3-b377-43cb-b060-7e9575c49453,5.351214325008616
00ba027d-4686-47f5-b6fd-d8beb1372341,59d4cdb7-6474-43c5-b720-93534b6656cc,14a2bce3-b377-43cb-b060-7e9575c49453,6.692916167202583
00ba6c53-0514-4e71-8a03-862ae6bd7f92,d34ab6de-98cb-40c0-99f5-8939625fb57d,14a2bce3-b377-43cb-b060-7e9575c49453,7.669446563024318
00ba786b-6f71-49d3-9b44-04f45ca60aba,41b47862-1242-4a06-846c-c9b25641c5cd,14a2bce3-b377-43cb-b060-7e9575c49453,4.827556925325143
00bdc77d-5f5e-4595-a120-bee55d03baf6,853d8c59-f552-461a-8a8d-fe808def12c0,14a2bce3-b377-43cb-b060-7e9575c49453,14.813225445976228
00c69b84-2b90-4c17-8a4f-c9f0118166b3,497e85b8-ea99-414c-9e38-c9492d12173d,14a2bce3-b377-43cb-b060-7e9575c49453,11.191172836972548
00c8f962-643f-42a4-a54e-78f872780be6,77f801d5-4f52-4f54-8bfc-9bcc6c668f1f,14a2bce3-b377-43cb-b060-7e9575c49453,14.433411117793518
00ca7f5f-1b01-47af-aa85-b1eb21d8c663,842f1c42-6d81-454f-8721-8c0596fc1317,14a2bce3-b377-43cb-b060-7e9575c49453,5.89993512884753
00ca8c55-3cc3-4579-8208-cec8d06324f8,f8a0e349-85a8-4f29-a3f7-513cde9e5633,14a2bce3-b377-43cb-b060-7e9575c49453,7.623052030901439
00ccf311-8c52-496b-8f71-7c5f62c5d1aa,113eec75-4dd2-4647-b5de-81db9ff7d806,14a2bce3-b377-43cb-b060-7e9575c49453,4.25997854671575
00d218ff-017c-4d5d-bcd2-8e46933c5338,ec75d02a-b4a5-4ec1-ae47-9cf8b9d0b1b6,14a2bce3-b377-43cb-b060-7e9575c49453,19.251524028869014
00d227e3-ea4b-49d6-b7f1-c25c9b706bd6,0d6a867e-e130-4258-b010-661af384eff6,14a2bce3-b377-43cb-b060-7e9575c49453,18.83187671675391
00d23f29-357a-4432-bf3c-753e36755c81,97872c36-a748-4901-b359-39c513bd2c2e,14a2bce3-b377-43cb-b060-7e9575c49453,4.875508068593698
00d6a97f-65b6-4e02-b768-b3b42b7ee871,4f2f9e05-24a2-476a-9368-e543ab574900,14a2bce3-b377-43cb-b060-7e9575c49453,19.94757051482305
00d76d62-a4fd-4a62-bb16-3dfdf6998193,13e79e2e-1fe2-4683-a363-a13b4b72dc8b,14a2bce3-b377-43cb-b060-7e9575c49453,11.251599942675245
00d854fe-779a-493f-8c9c-aaf56e55051d,b9d625c9-f42e-4572-9691-47d9c3c5c709,14a2bce3-b377-43cb-b060-7e9575c49453,5.668894619706627
00dcc056-1dd9-41b8-98b4-84524eafa9dd,4d4f62fe-3e8c-480d-a068-b599a69fbf66,100492e9-6b59-4070-8470-d4cd61108924,2.4488771947064985
00dd5575-9ce8-4931-a3f2-03c3d00589ae,faf59b95-bf69-4f96-8d19-561826e4a847,14a2bce3-b377-43cb-b060-7e9575c49453,5.347251267509644
00de4456-9664-4bd2-97df-85cfbde594a8,113eec75-4dd2-4647-b5de-81db9ff7d806,14a2bce3-b377-43cb-b060-7e9575c49453,4.25997854671575
00df0820-99f1-4793-89e5-06ff356dc46b,adb3547a-d54a-4a83-91e5-8a04b6c06da3,14a2bce3-b377-43cb-b060-7e9575c49453,5.029832386008568
00df1ce3-e73a-47d2-b217-a40aacbf8d48,9496f095-c9fa-42ca-a0f7-60381ec2ad85,14a2bce3-b377-43cb-b060-7e9575c49453,17.549479942523753
00e17f81-5d36-4dea-9302-80c13bb9f2ae,e50091a2-66a1-4b9b-8acf-eb22a9534cd6,14a2bce3-b377-43cb-b060-7e9575c49453,18.38858158890886
00e57bde-952f-4aad-bf0f-fa446a30cf5f,bdf09e0e-31d9-4fc6-825b-7e9be353cde2,14a2bce3-b377-43cb-b060-7e9575c49453,7.0903145274454324
00e628ab-d2df-4b11-a387-37f500381546,d10158fc-b878-46b2-91a2-9aa8103aaeec,14a2bce3-b377-43cb-b060-7e9575c49453,4.1318573696280385
00eb36c4-279b-4cab-be69-e7edcfd80162,11f726b8-5e75-45b2-a1a1-e35db7d40a9e,14a2bce3-b377-43cb-b060-7e9575c49453,8.053639732060006
00ee8448-6afb-4479-9292-dbc2e2722095,71a386f8-5f23-4f67-9c9c-bc5359b48da2,14a2bce3-b377-43cb-b060-7e9575c49453,16.70896301376863
00efe619-41d1-42bc-8919-e93c53ca0049,1404ad56-b522-4881-8811-c0e17be58b0d,14a2bce3-b377-43cb-b060-7e9575c49453,13.662502391422192
00f1f92e-1f74-4bf7-80be-e653ae509d52,0eb18c5c-9775-4d31-829c-d54610c7481d,14a2bce3-b377-43cb-b060-7e9575c49453,6.145232662678529
00f23fd1-4623-424a-9c64-fd4690960508,de2dd992-7bf8-4625-847d-480792e7a167,14a2bce3-b377-43cb-b060-7e9575c49453,8.032619016846377
00f29aea-6677-4b31-8be6-cea6821eebd8,d4c4acd0-fd0a-4750-acba-873388848379,90c79ebe-567d-4458-a82e-b0f66066fee0,10.492728962856916
00f33588-04e4-41c1-b264-98272f9aa9ab,182ab8df-85b1-4744-ac35-a39dfb264a83,14a2bce3-b377-43cb-b060-7e9575c49453,15.82259514024525
00f52704-12b4-4c22-8920-ccc2aae9f7a5,d05f7419-1af8-4591-9b62-ec918803cef0,14a2bce3-b377-43cb-b060-7e9575c49453,3.72722094634004
00f59b73-a90f-40c2-ad18-8139de3d5af8,4b4c302d-bf68-4bd8-a2b2-2e1e6b17af17,14a2bce3-b377-43cb-b060-7e9575c49453,17.7762391923145
00fcd9b7-31b8-45a0-9889-981e228b102b,5410c47a-daa3-4ab0-926d-2df195acca59,14a2bce3-b377-43cb-b060-7e9575c49453,7.068335847846191
00fe39b6-026f-4d99-ba71-da70720c3927,911b601d-2eee-4bba-80e7-43bcbf973366,14a2bce3-b377-43cb-b060-7e9575c49453,4.889699334458192
00ffb67f-b51d-4a53-a806-965360d188a8,182ab8df-85b1-4744-ac35-a39dfb264a83,14a2bce3-b377-43cb-b060-7e9575c49453,15.82259514024525
00ffe0bd-66dd-439b-bc6e-19aaaf370d1b,271d2a55-ba44-4bbf-91ef-e0602228464b,14a2bce3-b377-43cb-b060-7e9575c49453,6.127451457298899
010606cf-b842-4eae-9a1f-9997c43d17a1,f3b6e372-9129-4e67-aa4e-43dca16f6b7a,14a2bce3-b377-43cb-b060-7e9575c49453,6.174753191362444
010747c8-dc5f-4cf1-a093-2ee25830a80c,6613b585-e006-4318-a013-5e336df3c34e,90c79ebe-567d-4458-a82e-b0f66066fee0,20.0202046257085
010767fd-6c60-400f-a758-672c2ce93a16,160f7731-446c-4354-abfd-7165bf3bff7f,14a2bce3-b377-43cb-b060-7e9575c49453,5.338153789015009
010bbb8d-ae89-490d-b2bb-f7985400cb21,51abb14f-998f-42f2-aa1d-7936c4dd142b,14a2bce3-b377-43cb-b060-7e9575c49453,18.25275573314804
010c86b9-93cc-4f51-8604-a9695450de41,1010cd6c-b0b0-4ba8-8f56-477a1663bdbf,14a2bce3-b377-43cb-b060-7e9575c49453,7.679357918801815
010da221-4fa7-46e7-abf1-8e6ac77cd412,c88b123f-eacf-4100-b2d2-d0d9aea88895,14a2bce3-b377-43cb-b060-7e9575c49453,4.616106047823567
010ff021-bd1f-425a-b964-4d78335c1303,b7f7e49a-b5c3-4a93-b6f2-14d58543d77f,14a2bce3-b377-43cb-b060-7e9575c49453,5.940454590429984
0111477c-b6f0-4b81-b42c-902bc61882eb,6e2ca869-134a-4cdb-9173-3da8983daab1,14a2bce3-b377-43cb-b060-7e9575c49453,6.606892794326367
0114e99b-fb2f-476d-9f21-20cc59c8bcd2,5fcfb49d-db4b-4fb8-9696-ed49a3b86c39,14a2bce3-b377-43cb-b060-7e9575c49453,6.971610284036464
011fa8ca-ee1a-4774-a806-64cbe55e7511,36ff75a3-5c3e-48ca-abb7-ff27076bb97b,14a2bce3-b377-43cb-b060-7e9575c49453,6.491140508900163
012184e3-7046-414a-be7a-86e68f6ddcbc,727b394f-1a77-43c3-93d0-a09f686edb02,14a2bce3-b377-43cb-b060-7e9575c49453,15.726227569714293
0125eb50-ed3f-4926-86ed-85c04220d3da,ae400846-b209-48e5-91ab-6c45c8696722,14a2bce3-b377-43cb-b060-7e9575c49453,6.360242765582331
0128d482-2b52-4bce-b4d0-63433865b6b1,0e77d88b-2a11-43a7-a5ae-2b50dd3c74bd,14a2bce3-b377-43cb-b060-7e9575c49453,7.697935710214252
012c8226-64e1-4f4b-a9b3-a768a96a4cb4,23338f52-bbe7-4047-8c67-78ff2175f5bf,14a2bce3-b377-43cb-b060-7e9575c49453,6.055109174326693
012d8476-8be2-47d8-a850-d587ece23d08,5b68b6a4-75f7-4b09-8af9-deb48c5a05e8,90c79ebe-567d-4458-a82e-b0f66066fee0,16.198422545666638
012e1376-c536-4643-8155-0e3b1c6b5758,f281ac6e-6182-48b8-96bb-1f71cf245e32,14a2bce3-b377-43cb-b060-7e9575c49453,6.094385396427719
012f2cd0-9421-49d3-8e5c-c1a6be2ad7dd,cbb9dfbf-fb1b-4ef5-94fb-6be214065364,14a2bce3-b377-43cb-b060-7e9575c49453,6.039553329981479
012fbd9e-fe20-483e-86e7-e81516872b62,5c76541f-de55-4c96-848f-38781843b5cb,90c79ebe-567d-4458-a82e-b0f66066fee0,17.0855765661868
01331bc2-8332-45e1-a249-502340641a36,69172536-e91e-4dd1-afad-afd1b0b160a0,14a2bce3-b377-43cb-b060-7e9575c49453,7.603225153200546
01339801-92ee-4ac9-bed6-e9a92e2c2d47,5818349f-8df8-41e9-a726-4fd11e9d6556,90c79ebe-567d-4458-a82e-b0f66066fee0,9.672070110554362
0133d507-425b-4fe6-b3a7-f91d6ddfbe00,55766763-1890-40e5-ae87-95b5573a77de,14a2bce3-b377-43cb-b060-7e9575c49453,4.458224325004043
0134e03b-e699-49cb-ad87-60ee56afccef,51f0b1b4-7d06-414d-9ed1-b34d20585190,14a2bce3-b377-43cb-b060-7e9575c49453,6.166171522593766
01359d20-426f-42ed-b554-af052bfce0f9,b487276c-9e54-4450-becf-cce821a302c9,14a2bce3-b377-43cb-b060-7e9575c49453,6.461653361038203
01364a4d-c525-497c-8279-32d9cac74a8f,3fc14d0f-06a0-4952-b578-fb0d8d90c7a7,14a2bce3-b377-43cb-b060-7e9575c49453,6.9279282206201485
013819d4-fafd-421b-bf70-df2496e5a961,ace8d7fd-7824-41b2-85bf-c7fd7495e51e,14a2bce3-b377-43cb-b060-7e9575c49453,7.296522676616178
0139fc8b-6a77-4ceb-ac90-6c78685d0c6b,25b5ea7a-770b-411f-a1c6-47a499461e1d,14a2bce3-b377-43cb-b060-7e9575c49453,6.636465902711932
013a6250-a0f7-4e94-ade0-c76e32ba27e1,b6d6f2a8-ad57-4694-90ca-6b9d5822aaec,14a2bce3-b377-43cb-b060-7e9575c49453,4.430996894801028
013bd281-60a4-41d6-bc76-f277f79d2ba9,c9227371-68f3-4139-9533-7c7957cb6a0a,14a2bce3-b377-43cb-b060-7e9575c49453,4.339324658133934
013d4d81-8e21-4e9a-8cdd-7fe88ce41b49,561c0355-5bb0-4500-ba0c-dd35a597654b,14a2bce3-b377-43cb-b060-7e9575c49453,3.8743987612343904
0143e2ec-3803-44df-9edd-95304549d9d3,25ef3d3a-e27c-4e0c-ab77-179228f89aac,14a2bce3-b377-43cb-b060-7e9575c49453,5.872989822768365
0146f977-ce18-437f-a649-bdbb04fae831,659423dd-1893-4943-9ad8-15f9c695f290,14a2bce3-b377-43cb-b060-7e9575c49453,6.755306687516331
01478549-d821-4ff9-945e-98c064c5a636,3df1eb6a-491f-47f6-9382-d2a7ee2a90c2,14a2bce3-b377-43cb-b060-7e9575c49453,6.00492147350662
0147f965-60ce-428c-bae1-5a268e2f4fe2,0bd4e61c-79e1-4ded-a747-602ebd1e23bb,14a2bce3-b377-43cb-b060-7e9575c49453,6.709380259951434
01486ae8-5e23-4313-b00d-c641153b9977,ac053487-344b-4b5f-a759-9a3a8d52b42c,14a2bce3-b377-43cb-b060-7e9575c49453,6.654651419046102
0148c0db-c426-4e82-9439-8a6f68f10f1b,1bf12014-df55-4520-9dc3-ba5f51969d9f,90c79ebe-567d-4458-a82e-b0f66066fee0,13.225184422969857
014c99ac-740b-4614-9a08-3e4e70da7a8d,a1a300f5-1023-48b1-ae4f-6e1e5875e706,14a2bce3-b377-43cb-b060-7e9575c49453,17.01774756910831
014d6edc-a44b-40f3-8f96-c3fcfd6a0dcb,310da98e-71ae-4bdd-b07c-0657b8bebc60,14a2bce3-b377-43cb-b060-7e9575c49453,18.10541080627942
014ecba5-b793-4e8c-9169-69e2f6a401cf,56928849-ce90-4fdd-bd35-610664903a90,14a2bce3-b377-43cb-b060-7e9575c49453,5.480330287785996
014f850a-d5d6-4600-9661-02382defbf2d,f9d49f0f-9593-4ef6-a9ef-30ababb3938b,14a2bce3-b377-43cb-b060-7e9575c49453,6.630483440990329
014f89a7-3f07-4aad-a0b2-485e61711891,110475e6-30cb-4381-ade0-a2be79bd39ff,14a2bce3-b377-43cb-b060-7e9575c49453,5.134711239213819
01512e43-bb68-4986-aebc-8f37b99ced23,9f945c50-2c13-4963-b944-844c1e911397,14a2bce3-b377-43cb-b060-7e9575c49453,5.116131494453344
0151cba8-85b3-4e8d-9f35-b2b60c475283,096450cc-cedb-4e34-aae6-37cdeea663fb,14a2bce3-b377-43cb-b060-7e9575c49453,5.750623371415694
0152b31a-69ff-4a74-8d99-1664a8e52613,42102e16-f017-4eca-a68a-88244fbf739a,14a2bce3-b377-43cb-b060-7e9575c49453,6.290250354595827
01551c3a-30d3-471c-ab1a-1b55215c9aa3,70b5a584-f432-40f8-9428-ee3c441542cb,14a2bce3-b377-43cb-b060-7e9575c49453,7.17489364554572
0158e13e-7354-487d-bbbd-7da56e4f141e,e6a5f37d-7dd2-4928-8d94-f91bfbc24174,14a2bce3-b377-43cb-b060-7e9575c49453,6.738967110645259
015979fe-46ab-43cc-a325-d708745c8397,9afcfe8b-4aeb-4aff-bd31-b1c08d4dbb70,14a2bce3-b377-43cb-b060-7e9575c49453,4.578878693667079
01597db5-5a79-4839-bbff-5167b78d83b5,9e4f497a-283d-4020-b6bf-f6d3bd0d1c27,14a2bce3-b377-43cb-b060-7e9575c49453,10.066628958934572
0159b6ae-17f3-430a-bdff-84ab33547e17,c2c9e23d-de81-43c7-ac6f-0e951e772124,14a2bce3-b377-43cb-b060-7e9575c49453,4.922628812023497
0159dda1-8f99-481a-8171-22f3bc7c2277,649ea083-7b6b-468d-b235-7aafb937b32f,14a2bce3-b377-43cb-b060-7e9575c49453,4.800257531728987
015b70bb-66c0-4572-a29d-3c36054dba6d,654e974a-39d1-4ed1-abc0-e2cc1f043dc2,90c79ebe-567d-4458-a82e-b0f66066fee0,5.301619376176463
015cb11a-0afa-4790-9655-db527c836ea0,79f9cb52-b88b-4b6f-bed4-89b2c443744e,14a2bce3-b377-43cb-b060-7e9575c49453,5.949081116280919
015d3432-3924-4883-8e6e-9c88c490db25,daf2376d-bf8d-4f23-852c-ac5edab48039,14a2bce3-b377-43cb-b060-7e9575c49453,7.873050799994696
015f9f2e-c842-4b0e-b38c-d3096a5a7224,310da98e-71ae-4bdd-b07c-0657b8bebc60,14a2bce3-b377-43cb-b060-7e9575c49453,18.10541080627942
016077fc-21aa-4a01-b86a-cb54833ff5fc,fe86b3b7-2380-4939-83e8-e15758f94bcb,14a2bce3-b377-43cb-b060-7e9575c49453,16.53865932540392
016092c7-b973-4dfd-b907-c4ae6e8c3409,17df64cb-075d-4130-9aaf-5cbb8c3c0ae7,14a2bce3-b377-43cb-b060-7e9575c49453,6.488661325004828
0160f8f2-2a60-49d8-8c84-c28c7beb4cfe,8da6cdb7-c3ca-4dd0-8eeb-3eb182bc6f12,14a2bce3-b377-43cb-b060-7e9575c49453,3.9124714169251558
01617aa1-20f8-4b84-8c63-9fe31a697932,ce373591-ebc3-40e4-bf17-7ffefb0de8ef,14a2bce3-b377-43cb-b060-7e9575c49453,7.922495779410148
01626a51-ae2d-466b-86c2-7f807f5f847e,7acf3d9a-52d8-4a93-a9f5-a6aa000dd490,90c79ebe-567d-4458-a82e-b0f66066fee0,6.2605276849863465
01699621-2c66-4609-a0c4-85cd07a60d4f,4a0be370-c29e-4c32-b424-8f861b7e1d46,14a2bce3-b377-43cb-b060-7e9575c49453,7.167136671836475
